iter,L_cont,L_mom,loss
2.030000000000000000e+02,1.589273065328598022e-01,1.598120093345642090e+00,1.757047414779663086e+00
2.040000000000000000e+02,1.892819255590438843e-01,1.300151824951171875e+00,1.489433765411376953e+00
2.050000000000000000e+02,1.951354146003723145e-01,1.705867290496826172e+00,1.901002645492553711e+00
2.060000000000000000e+02,1.788426786661148071e-01,1.189522266387939453e+00,1.368364930152893066e+00
2.070000000000000000e+02,1.491813510656356812e-01,1.808961629867553711e+00,1.958142995834350586e+00
2.080000000000000000e+02,1.425048708915710449e-01,2.402488708496093750e+00,2.544993638992309570e+00
2.090000000000000000e+02,1.535588502883911133e-01,1.587933063507080078e+00,1.741491913795471191e+00
2.100000000000000000e+02,1.840277612209320068e-01,1.274274230003356934e+00,1.458302021026611328e+00
2.110000000000000000e+02,1.932872235774993896e-01,1.632920384407043457e+00,1.826207637786865234e+00
2.120000000000000000e+02,1.802104562520980835e-01,1.141185164451599121e+00,1.321395635604858398e+00
2.130000000000000000e+02,1.500269770622253418e-01,1.878018379211425781e+00,2.028045415878295898e+00
2.140000000000000000e+02,1.419912725687026978e-01,2.473911523818969727e+00,2.615902900695800781e+00
2.150000000000000000e+02,1.516433358192443848e-01,1.621384024620056152e+00,1.773027420043945312e+00
2.160000000000000000e+02,1.806927621364593506e-01,1.248238086700439453e+00,1.428930878639221191e+00
2.170000000000000000e+02,1.905337274074554443e-01,1.570323705673217773e+00,1.760857462882995605e+00
2.180000000000000000e+02,1.788678765296936035e-01,1.110407233238220215e+00,1.289275169372558594e+00
2.190000000000000000e+02,1.493737101554870605e-01,1.952949404716491699e+00,2.102323055267333984e+00
2.200000000000000000e+02,1.415374130010604858e-01,2.574545860290527344e+00,2.716083288192749023e+00
2.210000000000000000e+02,1.509775221347808838e-01,1.678673624992370605e+00,1.829651117324829102e+00
2.220000000000000000e+02,1.791359782218933105e-01,1.202215194702148438e+00,1.381351232528686523e+00
2.230000000000000000e+02,1.886688172817230225e-01,1.512231230735778809e+00,1.700900077819824219e+00
2.240000000000000000e+02,1.773931533098220825e-01,1.092080473899841309e+00,1.269473671913146973e+00
2.250000000000000000e+02,1.504930704832077026e-01,1.987698793411254883e+00,2.138191938400268555e+00
2.260000000000000000e+02,1.442067623138427734e-01,2.633757352828979492e+00,2.777964115142822266e+00
2.270000000000000000e+02,1.543281525373458862e-01,1.719358563423156738e+00,1.873686671257019043e+00
2.280000000000000000e+02,1.818236261606216431e-01,1.159455657005310059e+00,1.341279268264770508e+00
2.290000000000000000e+02,1.883954405784606934e-01,1.458359837532043457e+00,1.646755218505859375e+00
2.300000000000000000e+02,1.747829914093017578e-01,1.076785445213317871e+00,1.251568436622619629e+00
2.310000000000000000e+02,1.497619897127151489e-01,2.033691167831420898e+00,2.183453083038330078e+00
2.320000000000000000e+02,1.451198458671569824e-01,2.720866203308105469e+00,2.865986108779907227e+00
2.330000000000000000e+02,1.560832560062408447e-01,1.785612225532531738e+00,1.941695451736450195e+00
2.340000000000000000e+02,1.831641197204589844e-01,1.128160595893859863e+00,1.311324715614318848e+00
2.350000000000000000e+02,1.866972446441650391e-01,1.422505378723144531e+00,1.609202623367309570e+00
